Date,NRKDischargeMax,NRKDischargeMin,NRKDischargeMean,NRKGageHeightMax,NRKGageHeightMin,NRKGageHeightMean
03/28/2013,"1,920","1,920","1,670",6.35,5.86,6.14
03/29/2013,"1,980","1,980","1,920",6.47,6.35,6.44
03/30/2013,"1,980","1,980","1,880",6.46,6.28,6.37
03/31/2013,"1,880","1,880","1,790",6.28,6.09,6.19
04/01/2013,"1,790","1,790","1,730",6.09,5.98,6.03
04/02/2013,"1,930","1,930","1,740",6.37,5.99,6.19
04/03/2013,"2,110","2,110","1,930",6.72,6.37,6.53
04/04/2013,"2,260","2,260","2,110",6.99,6.72,6.85
04/05/2013,"2,330","2,330","2,260",7.13,6.99,7.04
04/06/2013,"2,390","2,390","2,330",7.25,7.13,7.18
04/07/2013,"2,850","2,850","2,390",8.08,7.25,7.62
04/08/2013,"3,200","3,200","2,850",8.69,8.08,8.44
04/09/2013,"3,240","3,240","3,180",8.76,8.66,8.73
04/10/2013,"3,180","3,180","2,900",8.66,8.17,8.44
04/11/2013,"2,900","2,900","2,650",8.17,7.71,7.93
04/12/2013,"2,650","2,650","2,410",7.71,7.27,7.51
04/13/2013,"2,410","2,410","2,130",7.27,6.75,6.98
04/14/2013,"2,130","2,130","2,000",6.75,6.51,6.59
04/15/2013,"2,140","2,140","2,010",6.78,6.52,6.66
04/16/2013,"2,140","2,140","2,050",6.78,6.61,6.73
04/17/2013,"2,050","2,050","1,890",6.61,6.29,6.44
04/18/2013,"1,890","1,890","1,740",6.29,6,6.15
04/19/2013,"1,740","1,740","1,630",6,5.78,5.88
04/20/2013,"1,700","1,700","1,660",5.92,5.84,5.86
04/21/2013,"1,670","1,670","1,590",5.85,5.7,5.8
04/22/2013,"1,640","1,640","1,580",5.8,5.68,5.71
04/23/2013,"1,670","1,670","1,630",5.85,5.78,5.83
04/24/2013,"1,630","1,630","1,430",5.78,5.37,5.58
04/25/2013,"1,430","1,430","1,300",5.37,5.1,5.2
04/26/2013,"1,300","1,300","1,290",5.1,5.06,5.09
04/27/2013,"1,290","1,290","1,230",5.06,4.95,5.01
04/28/2013,"1,230","1,230","1,150",4.95,4.77,4.87
04/29/2013,"1,150","1,150","1,110",4.77,4.69,4.72
04/30/2013,"1,490","1,490","1,110",5.48,4.69,5.05
05/01/2013,"2,040","2,040","1,490",6.58,5.48,5.86
05/02/2013,,,"2,630",7.99,6.58,7.41
05/03/2013,"2,900","2,900","2,800",8.16,7.99,8.12
05/04/2013,"2,860","2,860","2,520",8.09,7.48,7.82
05/05/2013,"2,520","2,520","2,090",7.48,6.68,7.08
05/06/2013,"2,090","2,090","1,780",6.68,6.08,6.36
05/07/2013,"1,780","1,780","1,580",6.08,5.67,5.86
05/08/2013,"1,580","1,580","1,480",5.67,5.46,5.54
05/09/2013,,,"2,170",7.5,5.57,6.52
05/10/2013,"3,060","3,060","2,530",8.44,7.5,8.06
05/11/2013,"3,320","3,320","3,060",8.9,8.44,8.68
05/12/2013,"3,560","3,560","3,320",9.31,8.9,9.12
05/13/2013,"3,660","3,660","3,560",9.48,9.31,9.42
05/14/2013,"3,670","3,670","3,620",9.49,9.41,9.47
05/15/2013,"3,620","3,620","3,490",9.41,9.18,9.31
05/16/2013,"3,490","3,490","3,190",9.18,8.67,8.98
05/17/2013,,,"2,580",8.67,7.04,7.94
05/18/2013,,,"1,730",7.04,5.56,6.19
05/19/2013,"1,520","1,520","1,310",5.56,5.12,5.29
05/20/2013,"1,310","1,310","1,280",5.12,5.05,5.08
05/21/2013,"1,280","1,280","1,200",5.05,4.88,4.94
05/22/2013,,,"1,750",6.91,4.94,5.74
05/23/2013,,,"2,860",8.53,6.91,7.74
05/24/2013,"3,490","3,490","3,110",9.18,8.53,8.88
05/25/2013,"3,680","3,680","3,490",9.51,9.18,9.37
05/26/2013,"3,810","3,810","3,680",9.72,9.51,9.61
05/27/2013,"3,870","3,870","3,810",9.82,9.72,9.79
05/28/2013,"3,870","3,870","3,600",9.82,9.38,9.67
05/29/2013,,,"3,120",9.38,8.14,8.83
05/30/2013,"2,890","2,890","1,910",8.14,6.33,7.25
05/31/2013,,,"1,440",6.33,5.04,5.6
06/01/2013,,,"1,070",5.04,4.45,4.72
06/02/2013,"1,010","1,010",838,4.45,4.06,4.25
06/03/2013,902,902,787,4.21,3.94,4.05
06/04/2013,821,821,787,4.02,3.94,3.96
06/05/2013,787,787,696,3.94,3.72,3.82
06/06/2013,750,750,692,3.85,3.71,3.75
06/07/2013,"1,240","1,240",750,4.96,3.85,4.44
06/08/2013,,,"2,090",7.55,4.96,6.29
06/09/2013,,,"3,300",9.24,7.55,8.47
06/10/2013,"4,200","4,200","3,520",10.37,9.24,9.8
06/11/2013,"4,800","4,800","4,200",11.32,10.37,10.86
06/12/2013,"5,330","5,330","4,800",12.15,11.32,11.74
06/13/2013,"5,930","5,930","5,330",13.02,12.15,12.58
06/14/2013,"6,990","6,990","5,930",14.09,13.02,13.55
06/15/2013,"8,270","8,270","6,990",15.08,14.09,14.6
06/16/2013,"9,060","9,060","8,270",15.65,15.08,15.4
06/17/2013,"9,250","9,250","9,060",15.78,15.65,15.74
06/18/2013,"9,210","9,210","8,540",15.75,15.28,15.56
06/19/2013,"8,540","8,540","7,380",15.28,14.4,14.88
06/20/2013,"7,390","7,390","6,190",14.41,13.34,13.87
06/21/2013,"6,190","6,190","5,540",13.34,12.47,12.88
06/22/2013,"5,540","5,540","5,260",12.47,12.05,12.2
06/23/2013,"5,260","5,260","5,120",12.05,11.82,11.94
06/24/2013,"5,210","5,210","5,150",11.96,11.87,11.9
06/25/2013,"5,150","5,150","5,010",11.87,11.66,11.81
06/26/2013,"5,010","5,010","4,490",11.66,10.83,11.24
06/27/2013,"4,490","4,490","4,060",10.83,10.13,10.41
06/28/2013,"4,070","4,070","4,000",10.16,10.04,10.06
06/29/2013,"4,200","4,200","4,070",10.37,10.16,10.31
06/30/2013,"4,390","4,390","4,200",10.67,10.37,10.51
07/01/2013,"5,080","5,080","4,390",11.76,10.67,11.14
07/02/2013,"5,700","5,700","5,080",12.7,11.76,12.26
07/03/2013,"6,380","6,380","5,700",13.55,12.7,13.1
07/04/2013,"7,250","7,250","6,380",14.3,13.55,13.93
07/05/2013,"7,890","7,890","7,250",14.8,14.3,14.58
07/06/2013,"8,420","8,420","7,890",15.19,14.8,14.98
07/07/2013,"8,990","8,990","8,410",15.6,15.18,15.38
07/08/2013,"9,620","9,620","8,960",16.03,15.58,15.82
07/09/2013,"10,200","10,200","9,620",16.42,16.03,16.25
07/10/2013,"10,300","10,300","10,200",16.51,16.41,16.47
07/11/2013,"10,400","10,400","10,200",16.54,16.42,16.47
07/12/2013,"10,300","10,300","9,880",16.48,16.21,16.34
07/13/2013,"9,880","9,880","9,530",16.21,15.97,16.08
07/14/2013,"9,540","9,540","9,280",15.98,15.8,15.87
07/15/2013,"9,370","9,370","9,250",15.86,15.78,15.83
07/16/2013,"9,620","9,620","9,350",16.03,15.85,15.92
07/17/2013,"10,100","10,100","9,570",16.33,16,16.15
07/18/2013,"10,800","10,800","10,000",16.79,16.31,16.55
07/19/2013,"11,500","11,500","10,700",17.26,16.75,17.03
07/20/2013,"12,000","12,000","11,500",17.54,17.25,17.42
07/21/2013,"12,000","12,000","11,900",17.57,17.46,17.52
07/22/2013,"11,900","11,900","11,100",17.5,17.02,17.28
07/23/2013,"11,200","11,200","9,630",17.03,16.04,16.6
07/24/2013,"9,630","9,630","7,060",16.04,14.15,15.17
07/25/2013,,,"5,070",14.15,11.29,12.79
07/26/2013,,,"3,540",11.29,8.89,10
07/27/2013,"3,320","3,320","2,790",8.89,7.97,8.31
07/28/2013,"2,790","2,790","2,600",7.97,7.62,7.81
07/29/2013,"2,600","2,600","2,320",7.62,7.12,7.33
07/30/2013,"2,500","2,500","2,320",7.44,7.12,7.27
07/31/2013,"2,510","2,510","2,430",7.47,7.31,7.43
08/01/2013,"2,430","2,430","2,180",7.31,6.85,7.08
08/02/2013,"2,180","2,180","2,010",6.85,6.53,6.69
08/03/2013,"2,010","2,010","1,790",6.53,6.09,6.26
08/04/2013,"1,910","1,910","1,850",6.34,6.21,6.26
08/05/2013,"1,930","1,930","1,820",6.37,6.16,6.31
08/06/2013,"1,820","1,820","1,730",6.16,5.97,6.04
08/07/2013,"1,940","1,940","1,800",6.38,6.12,6.31
08/08/2013,"1,900","1,900","1,620",6.32,5.76,6.06
08/09/2013,"1,620","1,620","1,370",5.76,5.24,5.49
08/10/2013,"1,370","1,370","1,200",5.24,4.88,5.04
08/11/2013,"1,200","1,200","1,110",4.88,4.69,4.77
08/12/2013,"1,160","1,160","1,120",4.79,4.7,4.76
08/13/2013,"1,220","1,220","1,110",4.93,4.69,4.75
08/14/2013,"1,390","1,390","1,220",5.29,4.93,5.17
08/15/2013,"1,400","1,400","1,290",5.3,5.07,5.23
08/16/2013,"1,310","1,310","1,230",5.11,4.95,5.01
08/17/2013,,,"1,350  e",,,
08/18/2013,,,"1,450  e",,,
08/19/2013,"1,680","1,680","1,620",5.88,5.76,5.85
08/20/2013,"1,830","1,830","1,640",6.17,5.8,5.94
08/21/2013,"2,000","2,000","1,830",6.51,6.17,6.3
08/22/2013,"2,500","2,500","2,000",7.44,6.51,6.9
08/23/2013,"2,850","2,850","2,500",8.07,7.44,7.81
08/24/2013,"2,890","2,890","2,850",8.15,8.07,8.13
08/25/2013,"2,890","2,890","2,800",8.15,7.99,8.1
08/26/2013,"2,800","2,800","2,360",7.99,7.19,7.61
08/27/2013,"2,360","2,360","1,940",7.19,6.38,6.78
08/28/2013,"1,940","1,940","1,590",6.38,5.7,6.02
08/29/2013,"1,590","1,590","1,360",5.7,5.21,5.44
08/30/2013,"1,360","1,360","1,170",5.21,4.81,5
08/31/2013,"1,170","1,170","1,020",4.81,4.49,4.64
09/01/2013,"1,020","1,020",928,4.49,4.27,4.38
09/02/2013,"1,240","1,240",941,4.97,4.3,4.56
09/03/2013,"1,730","1,730","1,240",5.98,4.97,5.58
09/04/2013,,,"2,330",7.95,5.98,6.8
09/05/2013,,,"3,370",9.22,7.95,8.7
09/06/2013,"3,560","3,560","3,230",9.31,8.74,9.17
09/07/2013,,,"2,560",8.74,7.05,7.89
09/08/2013,"2,290","2,290","1,680",7.05,5.88,6.41
09/09/2013,"1,680","1,680","1,360",5.88,5.22,5.52
09/10/2013,"1,360","1,360","1,160",5.22,4.8,5
09/11/2013,"1,160","1,160","1,030",4.8,4.51,4.65
09/12/2013,"1,030","1,030",950,4.51,4.32,4.42
09/13/2013,950,950,872,4.32,4.14,4.23
09/14/2013,872,872,791,4.14,3.95,4.03
09/15/2013,791,791,737,3.95,3.82,3.88
09/16/2013,737,737,713,3.82,3.76,3.79
09/17/2013,721,721,701,3.78,3.73,3.75
09/18/2013,717,717,668,3.77,3.65,3.72
09/19/2013,668,668,652,3.65,3.61,3.63
09/20/2013,684,684,668,3.69,3.65,3.68
09/21/2013,701,701,672,3.73,3.66,3.68
09/22/2013,"1,070","1,070",701,4.59,3.73,4.14
09/23/2013,,,"1,580",6.06,4.59,5.49
09/24/2013,,,"2,190",7.53,6.06,6.64
09/25/2013,"3,240","3,240","2,550",8.75,7.53,8.23
09/26/2013,"3,410","3,410","3,240",9.05,8.75,8.97
09/27/2013,"3,390","3,390","2,890",9.01,8.14,8.67
09/28/2013,,,"2,310",8.14,6.64,7.37
09/29/2013,"2,070","2,070","1,560",6.64,5.63,6.09
09/30/2013,"1,560","1,560","1,250",5.63,4.98,5.28
10/01/2013,"1,250","1,250","1,070",4.98,4.58,4.77
10/02/2013,"1,070","1,070",963,4.58,4.35,4.46
10/03/2013,963,963,881,4.35,4.16,4.25
10/04/2013,881,881,834,4.16,4.05,4.1
10/05/2013,834,834,800,4.05,3.97,4.01
10/06/2013,800,800,758,3.97,3.87,3.91
10/07/2013,762,762,758,3.88,3.87,3.87
10/08/2013,829,829,758,4.04,3.87,3.93
10/09/2013,"1,010","1,010",829,4.46,4.04,4.2
10/10/2013,"1,140","1,140","1,010",4.74,4.46,4.65
10/11/2013,"1,160","1,160","1,140",4.78,4.74,4.75
10/12/2013,"1,170","1,170","1,160",4.81,4.78,4.8
10/13/2013,"1,240","1,240","1,170",4.96,4.81,4.86
10/14/2013,"1,260","1,260","1,240",5.01,4.96,5
10/15/2013,"1,240","1,240","1,170",4.97,4.81,4.9
10/16/2013,"1,170","1,170","1,100",4.81,4.65,4.73
10/17/2013,"1,100","1,100","1,070",4.65,4.58,4.61
10/18/2013,"1,070","1,070","1,020",4.58,4.48,4.54
10/19/2013,"1,020","1,020",998,4.49,4.43,4.45
10/20/2013,"1,020","1,020",998,4.49,4.43,4.46
10/21/2013,"1,020","1,020",998,4.49,4.43,4.46
10/22/2013,998,998,963,4.43,4.35,4.39
10/23/2013,963,963,933,4.35,4.28,4.3
10/24/2013,933,933,889,4.28,4.18,4.24
10/25/2013,889,889,855,4.18,4.1,4.12
10/26/2013,855,855,821,4.1,4.02,4.06
10/27/2013,821,821,787,4.02,3.94,3.99
10/28/2013,787,787,758,3.94,3.87,3.91
10/29/2013,758,758,725,3.87,3.79,3.84
10/30/2013,725,725,701,3.79,3.73,3.77
10/31/2013,701,701,668,3.73,3.65,3.69
11/01/2013,668,668,640,3.65,3.58,3.62
11/02/2013,672,672,656,3.66,3.62,3.64
11/03/2013,692,692,668,3.71,3.65,3.68
11/04/2013,817,817,688,4.01,3.7,3.75
11/05/2013,"1,150","1,150",817,4.77,4.01,4.52
11/06/2013,"1,150","1,150","1,040",4.77,4.52,4.67
11/07/2013,"1,040","1,040",998,4.52,4.43,4.46
11/08/2013,"1,040","1,040",998,4.53,4.43,4.5
11/09/2013,"1,030","1,030",954,4.51,4.33,4.41
11/10/2013,954,954,924,4.33,4.26,4.3
11/11/2013,924,924,889,4.26,4.18,4.23
11/12/2013,889,889,851,4.18,4.09,4.13
11/13/2013,851,851,804,4.09,3.98,4.04
11/14/2013,804,804,771,3.98,3.9,3.94
11/15/2013,771,771,750,3.9,3.85,3.87
11/16/2013,750,750,733,3.85,3.81,3.83
11/17/2013,733,733,721,3.81,3.78,3.79
11/18/2013,721,721,705,3.78,3.74,3.76
11/19/2013,705,705,705,3.74,3.74,3.74
11/20/2013,705,705,705,3.74,3.74,3.74
11/21/2013,705,705,696,3.74,3.72,3.74
11/22/2013,696,696,692,3.72,3.71,3.71
11/23/2013,709,709,692,3.75,3.71,3.73
11/24/2013,709,709,688,3.75,3.7,3.73
11/25/2013,688,688,672,3.7,3.66,3.67
11/26/2013,725,725,672,3.79,3.66,3.68
11/27/2013,933,933,721,4.28,3.78,3.96
11/28/2013,,,"1,270",5.38,4.28,4.89
11/29/2013,,,"1,810",6.82,5.38,5.92
11/30/2013,,,"2,800",8.26,6.82,7.69
12/01/2013,"3,040","3,040","2,940",8.41,8.23,8.36
12/02/2013,"2,940","2,940","2,330",8.23,7.13,7.71
12/03/2013,"2,330","2,330","1,850",7.13,6.21,6.63
12/04/2013,"1,850","1,850","1,560",6.21,5.64,5.91
12/05/2013,"1,560","1,560","1,390",5.64,5.28,5.44
12/06/2013,"1,390","1,390","1,270",5.28,5.02,5.15
12/07/2013,"1,270","1,270","1,210",5.02,4.89,4.94
12/08/2013,"1,210","1,210","1,190",4.89,4.86,4.88
12/09/2013,"1,190","1,190","1,190",4.86,4.85,4.85
12/10/2013,"1,290","1,290","1,190",5.08,4.86,4.97
12/11/2013,"1,510","1,510","1,290",5.54,5.08,5.29
12/12/2013,"1,950","1,950","1,510",6.4,5.54,5.89
12/13/2013,"2,480","2,480","1,950",7.41,6.4,7
12/14/2013,"2,630","2,630","2,450",7.68,7.35,7.46
12/15/2013,"2,790","2,790","2,610",7.96,7.64,7.73
12/16/2013,"3,070","3,070","2,790",8.47,7.96,8.24
12/17/2013,"3,470","3,470","3,070",9.15,8.47,8.79
12/18/2013,"3,720","3,720","3,470",9.58,9.15,9.42
12/19/2013,"3,720","3,720","3,470",9.58,9.16,9.46
12/20/2013,,,"2,980",9.16,7.95,8.58
12/21/2013,"2,770","2,770","2,200",7.95,6.89,7.38
12/22/2013,"2,200","2,200","1,870",6.89,6.27,6.55
12/23/2013,"2,370","2,370","1,760",7.23,6.05,6.34
12/24/2013,"2,880","2,880","2,370",8.16,7.23,7.94
12/25/2013,"2,890","2,890","2,790",8.19,8,8.07
12/26/2013,"3,520","3,520","2,890",9.27,8.19,8.74
12/27/2013,"3,890","3,890","3,520",9.89,9.27,9.63
12/28/2013,"3,930","3,930","3,800",9.95,9.74,9.9
12/29/2013,"3,800","3,800","3,210",9.74,8.76,9.28
12/30/2013,"3,440","3,440","3,130",9.15,8.62,8.77
12/31/2013,"4,100","4,100","3,440",10.24,9.15,9.7
01/01/2014,"4,740","4,740","4,100",11.26,10.24,10.75
01/02/2014,,,"5,340",12.37,11.26,11.8
01/03/2014,"6,080","6,080","5,470",13.2,12.37,12.81
01/04/2014,"6,560","6,560","6,080",13.76,13.2,13.51
01/05/2014,"6,970","6,970","6,560",14.08,13.76,13.94
01/06/2014,"7,090","7,090","6,970",14.17,14.08,14.14
01/07/2014,"7,060","7,060","6,820",14.15,13.97,14.07
01/08/2014,"6,840","6,840","6,470",13.98,13.65,13.81
01/09/2014,"6,470","6,470","6,200",13.65,13.35,13.5
01/10/2014,"6,200","6,200","6,000",13.35,13.1,13.21
01/11/2014,"6,010","6,010","5,770",13.11,12.8,12.97
01/12/2014,"5,770","5,770","5,320",12.8,12.15,12.47
01/13/2014,"5,320","5,320","5,240",12.15,12.04,12.08
01/14/2014,"5,790","5,790","5,320",12.83,12.15,12.46
01/15/2014,"6,480","6,480","5,790",13.67,12.83,13.24
01/16/2014,"7,480","7,480","6,480",14.48,13.67,14.09
01/17/2014,"8,170","8,170","7,480",15.01,14.48,14.77
01/18/2014,"8,470","8,470","8,170",15.23,15.01,15.14
01/19/2014,"8,490","8,490","8,260",15.24,15.07,15.18
01/20/2014,"8,280","8,280","7,700",15.09,14.65,14.88
01/21/2014,"7,700","7,700","6,920",14.65,14.04,14.35
01/22/2014,"6,920","6,920","6,210",14.04,13.36,13.7
01/23/2014,"6,210","6,210","5,720",13.36,12.74,13.04
01/24/2014,"5,720","5,720","5,340",12.74,12.2,12.46
01/25/2014,"5,340","5,340","5,000",12.2,11.7,11.96
01/26/2014,"5,000","5,000","4,310",11.7,10.65,11.27
01/27/2014,,,"3,390",10.65,8.61,9.66
01/28/2014,,,"2,480",8.61,7.39,7.86
01/29/2014,"2,350","2,350","2,190",7.39,7.1,7.22
01/30/2014,"2,190","2,190","2,110",7.1,6.95,7.03
01/31/2014,"2,110","2,110","2,030",6.95,6.8,6.86
02/01/2014,"2,080","2,080","2,020",6.91,6.78,6.81
02/02/2014,"2,300","2,300","2,080",7.32,6.91,7.09
02/03/2014,"2,480","2,480","2,300",7.67,7.32,7.5
02/04/2014,"2,680","2,680","2,480",8.03,7.67,7.86
02/05/2014,"2,800","2,800","2,680",8.26,8.03,8.15
02/06/2014,"2,940","2,940","2,800",8.51,8.26,8.37
02/07/2014,"3,230","3,230","2,940",8.98,8.51,8.72
02/08/2014,"3,470","3,470","3,230",9.37,8.98,9.2
02/09/2014,"3,490","3,490","3,420",9.41,9.29,9.38
02/10/2014,"3,420","3,420","3,040",9.29,8.69,9.03
02/11/2014,"3,040","3,040","2,590",8.69,7.91,8.28
02/12/2014,"2,590","2,590","2,400",7.91,7.57,7.68
02/13/2014,"2,600","2,600","2,390",7.93,7.56,7.66
02/14/2014,"3,110","3,110","2,600",8.83,7.93,8.39
02/15/2014,"3,690","3,690","3,110",9.76,8.83,9.3
02/16/2014,"4,330","4,330","3,690",10.73,9.76,10.25
02/17/2014,"4,920","4,920","4,330",11.61,10.73,11.18
02/18/2014,"5,380","5,380","4,920",12.28,11.61,11.97
02/19/2014,"6,000","6,000","5,380",13.1,12.28,12.74
02/20/2014,"6,450","6,450","6,000",13.63,13.1,13.37
02/21/2014,"6,610","6,610","6,450",13.81,13.63,13.74
02/22/2014,"6,610","6,610","6,560",13.81,13.75,13.78
02/23/2014,"6,560","6,560","6,500",13.75,13.69,13.72
02/24/2014,"6,510","6,510","6,490",13.7,13.68,13.69
02/25/2014,"6,600","6,600","6,500",13.8,13.69,13.74
02/26/2014,"6,770","6,770","6,590",13.93,13.79,13.87
02/27/2014,"6,870","6,870","6,770",14,13.93,13.97
02/28/2014,"6,870","6,870","6,690",14,13.87,13.95
03/01/2014,"6,690","6,690","6,360",13.87,13.53,13.72
03/02/2014,"6,360","6,360","5,820",13.53,12.87,13.25
03/03/2014,,,"4,920",12.87,11.24,12.15
03/04/2014,,,"3,550",11.24,9.05,10.12
03/05/2014,,,"2,640",9.05,7.93,8.35
03/06/2014,"2,660","2,660","2,510",8.15,7.88,7.92
03/07/2014,,,"3,240",9.51,8.15,8.82
03/08/2014,,,"4,090",10.73,9.51,10.14
03/09/2014,"4,990","4,990","4,300",11.74,10.73,11.23
03/10/2014,"5,550","5,550","4,990",12.52,11.74,12.15
03/11/2014,"6,050","6,050","5,550",13.16,12.52,12.86
03/12/2014,"6,560","6,560","6,050",13.75,13.16,13.46
03/13/2014,"7,050","7,050","6,560",14.14,13.75,13.95
03/14/2014,"7,410","7,410","7,050",14.43,14.14,14.29
03/15/2014,"7,540","7,540","7,400",14.53,14.42,14.49
03/16/2014,"7,540","7,540","7,380",14.53,14.4,14.47
03/17/2014,"7,390","7,390","7,060",14.41,14.15,14.27
03/18/2014,"7,070","7,070","6,640",14.16,13.83,13.99
03/19/2014,"6,640","6,640","6,430",13.83,13.61,13.71
03/20/2014,"6,430","6,430","6,340",13.61,13.51,13.55
03/21/2014,"6,350","6,350","6,340",13.52,13.51,13.51
03/22/2014,"6,410","6,410","6,350",13.59,13.52,13.55
03/23/2014,"6,470","6,470","6,400",13.65,13.58,13.62
03/24/2014,"6,470","6,470","6,460",13.66,13.64,13.65
03/25/2014,"6,470","6,470","6,390",13.65,13.56,13.61
03/26/2014,"6,390","6,390","5,970",13.57,13.06,13.37
03/27/2014,,,"5,170",13.06,11.68,12.45
03/28/2014,,,"4,000",11.68,9.79,10.73
03/29/2014,"3,680","3,680","3,420",9.79,9.39,9.52
03/30/2014,"3,690","3,690","3,420",9.81,9.39,9.58
03/31/2014,"4,100","4,100","3,690",10.44,9.81,10.11
04/01/2014,"4,590","4,590","4,100",11.16,10.44,10.8
04/02/2014,"5,120","5,120","4,590",11.91,11.16,11.54
04/03/2014,"5,520","5,520","5,120",12.48,11.91,12.21
04/04/2014,"5,730","5,730","5,520",12.76,12.48,12.64
04/05/2014,"5,770","5,770","5,700",12.81,12.73,12.78
04/06/2014,"5,700","5,700","5,290",12.73,12.16,12.51
04/07/2014,,,"4,650",12.16,10.89,11.59
04/08/2014,,,"3,550",10.89,9.1,10.01
04/09/2014,"3,240","3,240","2,620",9.1,8.09,8.47
04/10/2014,"2,910","2,910","2,620",8.59,8.09,8.28
04/11/2014,"3,280","3,280","2,910",9.17,8.59,8.89
04/12/2014,"3,600","3,600","3,280",9.67,9.17,9.43
04/13/2014,"3,840","3,840","3,600",10.05,9.67,9.87
04/14/2014,"4,000","4,000","3,840",10.28,10.05,10.17
04/15/2014,"4,360","4,360","4,000",10.82,10.28,10.51
04/16/2014,"4,540","4,540","4,360",11.09,10.82,10.94
04/17/2014,"4,870","4,870","4,540",11.56,11.09,11.33
04/18/2014,"5,260","5,260","4,870",12.12,11.56,11.81
04/19/2014,"5,980","5,980","5,260",13.08,12.12,12.63
04/20/2014,"6,600","6,600","5,980",13.8,13.08,13.47
04/21/2014,"7,010","7,010","6,600",14.11,13.8,13.99
04/22/2014,"7,050","7,050","6,960",14.14,14.07,14.11
04/23/2014,"6,960","6,960","6,590",14.07,13.79,13.94
04/24/2014,"6,590","6,590","6,240",13.79,13.4,13.6
04/25/2014,"6,240","6,240","5,860",13.4,12.92,13.15
04/26/2014,"5,860","5,860","5,230",12.92,12.08,12.52
04/27/2014,,,"4,610",12.08,10.88,11.53
04/28/2014,,,"3,660",10.88,9.39,10.12
04/29/2014,"3,420","3,420","2,740",9.39,8.3,8.83
04/30/2014,"2,740","2,740","2,510",8.3,7.89,8.05
05/01/2014,,,"3,350",9.81,8.24,8.98
05/02/2014,,,"4,430",11.19,9.81,10.56
05/03/2014,"5,310","5,310","4,610",12.19,11.19,11.73
05/04/2014,"5,830","5,830","5,310",12.89,12.19,12.56
05/05/2014,"6,140","6,140","5,830",13.28,12.89,13.12
05/06/2014,"6,180","6,180","6,050",13.32,13.17,13.28
05/07/2014,"6,050","6,050","5,420",13.17,12.34,12.82
05/08/2014,,,"4,630",12.34,10.85,11.64
05/09/2014,,,"3,430",10.85,8.84,9.86
05/10/2014,,,"2,440",8.84,7.41,8.03
05/11/2014,"2,260","2,260","1,870",7.41,6.68,7.03
05/12/2014,"1,870","1,870","1,610",6.68,6.16,6.39
05/13/2014,"1,610","1,610","1,460",6.16,5.84,6
05/14/2014,"1,460","1,460","1,290",5.84,5.49,5.66
05/15/2014,"1,290","1,290","1,190",5.49,5.27,5.37
05/16/2014,,,"2,320",8.52,5.26,7.02
05/17/2014,,,"3,710",10.29,8.52,9.47
05/18/2014,"4,690","4,690","4,010",11.31,10.29,10.84
05/19/2014,"5,170","5,170","4,690",11.99,11.31,11.67
05/20/2014,"5,610","5,610","5,170",12.6,11.99,12.3
05/21/2014,"6,120","6,120","5,610",13.25,12.6,12.92
05/22/2014,"6,870","6,870","6,120",14,13.25,13.62
05/23/2014,"7,720","7,720","6,870",14.67,14,14.35
05/24/2014,"8,070","8,070","7,710",14.93,14.66,14.83
05/25/2014,"8,080","8,080","7,830",14.94,14.75,14.88
05/26/2014,"7,830","7,830","6,920",14.75,14.04,14.44
05/27/2014,,,"6,010",14.04,12.85,13.47
05/28/2014,,,"4,960",12.85,11.45,12.14
05/29/2014,"4,790","4,790","4,060",11.45,10.37,10.87
05/30/2014,"4,060","4,060","3,610",10.37,9.69,10
05/31/2014,"3,610","3,610","3,350",9.69,9.29,9.47
06/01/2014,"3,350","3,350","3,100",9.29,8.89,9.12
06/02/2014,"3,100","3,100","2,390",8.89,7.66,8.38
06/03/2014,,,"1,860",7.66,6.28,6.89
06/04/2014,"1,670","1,670","1,430",6.28,5.79,5.99
06/05/2014,"1,430","1,430","1,360",5.79,5.63,5.7
06/06/2014,"1,700","1,700","1,360",6.34,5.64,5.86
06/07/2014,"1,840","1,840","1,700",6.61,6.34,6.55
06/08/2014,"1,820","1,820","1,550",6.58,6.04,6.3
06/09/2014,"1,550","1,550","1,350",6.04,5.62,5.84
06/10/2014,"1,400","1,400","1,330",5.73,5.58,5.64
06/11/2014,"1,470","1,470","1,380",5.87,5.68,5.81
06/12/2014,"1,410","1,410","1,320",5.74,5.56,5.62
06/13/2014,"1,450","1,450","1,350",5.83,5.62,5.75
06/14/2014,"1,910","1,910","1,450",6.75,5.83,6.17
06/15/2014,"2,120","2,120","1,910",7.16,6.75,7.06
06/16/2014,"2,100","2,100","1,730",7.11,6.4,6.79
06/17/2014,"1,730","1,730","1,420",6.4,5.76,6.07
06/18/2014,"1,420","1,420","1,170",5.76,5.23,5.48
06/19/2014,"1,170","1,170",998,5.23,4.85,5.01
06/20/2014,"1,050","1,050",954,4.96,4.75,4.84
06/21/2014,,,"1,350",6.22,4.96,5.48
06/22/2014,"1,800","1,800","1,640",6.54,6.22,6.37
06/23/2014,"1,810","1,810","1,680",6.55,6.29,6.45
06/24/2014,"1,680","1,680","1,630",6.29,6.2,6.25
06/25/2014,"1,630","1,630","1,440",6.2,5.81,6.07
06/26/2014,"1,440","1,440","1,130",5.81,5.14,5.46
06/27/2014,"1,220","1,220",994,5.35,4.84,5.07
06/28/2014,"1,160","1,160","1,050",5.21,4.97,5.15
