"STATION","DATE","AWND","PRCP"
"US1NCCR0009","2012-04-24",,"0.00"
"US1NCCR0009","2012-04-25",,"0.00"
"US1NCCR0009","2012-04-26",,"0.00"
"US1NCCR0009","2012-04-27",,"0.02"
"US1NCCR0009","2012-04-28",,"0.87"
"US1NCCR0009","2012-04-29",,"0.00"
"US1NCCR0009","2012-04-30",,"0.00"
"US1NCCR0009","2012-05-01",,"0.00"
"US1NCCR0009","2012-05-02",,"0.00"
"US1NCCR0009","2012-05-03",,"0.00"
"US1NCCR0009","2012-05-04",,"0.00"
"US1NCCR0009","2012-05-05",,"0.00"
"US1NCCR0009","2012-05-06",,"0.74"
"US1NCCR0009","2012-05-07",,"0.00"
"US1NCCR0009","2012-05-08",,"0.00"
"US1NCCR0009","2012-05-09",,"0.00"
"US1NCCR0009","2012-05-10",,"0.08"
"US1NCCR0009","2012-05-11",,"0.00"
"US1NCCR0009","2012-05-12",,"0.00"
"US1NCCR0009","2012-05-13",,"0.00"
"US1NCCR0009","2012-05-14",,"0.00"
"US1NCCR0009","2012-05-15",,"0.11"
"US1NCCR0009","2012-05-16",,"0.00"
"US1NCCR0009","2012-05-17",,"0.34"
"US1NCCR0009","2012-05-18",,"1.34"
"US1NCCR0009","2012-05-19",,"0.09"
"US1NCCR0009","2012-05-20",,"0.00"
"US1NCCR0009","2012-05-21",,"0.00"
"US1NCCR0009","2012-05-22",,"0.00"
"US1NCCR0009","2012-05-23",,"0.02"
"US1NCCR0009","2012-05-24",,"0.43"
"US1NCCR0009","2012-05-25",,"0.00"
"US1NCCR0009","2012-05-26",,"0.06"
"US1NCCR0009","2012-05-27",,"0.17"
"US1NCCR0009","2012-05-28",,"0.00"
"US1NCCR0009","2012-05-29",,"0.13"
"US1NCCR0009","2012-05-30",,"0.00"
"US1NCCR0009","2012-05-31",,"2.30"
"US1NCCR0009","2012-06-01",,"0.00"
"US1NCCR0009","2012-06-02",,"0.17"
"US1NCCR0009","2012-06-03",,"0.00"
"US1NCCR0009","2012-06-04",,"0.00"
"US1NCCR0009","2012-06-05",,"0.01"
"US1NCCR0009","2012-06-06",,"0.00"
"US1NCCR0009","2012-06-07",,"0.00"
"US1NCCR0009","2012-06-08",,"0.00"
"US1NCCR0009","2012-06-09",,"0.00"
"US1NCCR0009","2012-06-10",,"0.00"
"US1NCCR0009","2012-06-11",,"0.00"
"US1NCCR0009","2012-06-12",,"0.00"
"US1NCCR0009","2012-06-13",,"0.16"
"US1NCCR0009","2012-06-14",,"0.00"
"US1NCCR0009","2012-06-15",,"0.00"
"US1NCCR0009","2012-06-16",,"0.00"
"US1NCCR0009","2012-06-17",,"0.00"
"US1NCCR0009","2012-06-18",,"0.00"
"US1NCCR0009","2012-06-19",,"0.00"
"US1NCCR0009","2012-06-20",,"0.00"
"US1NCCR0009","2012-06-21",,"0.00"
"US1NCCR0009","2012-06-22",,"0.00"
"US1NCCR0009","2012-06-23",,"0.01"
"US1NCCR0009","2012-06-24",,"0.52"
"US1NCCR0009","2012-06-25",,"0.00"
"US1NCCR0009","2012-06-26",,"0.35"
"US1NCCR0009","2012-06-27",,"0.00"
"US1NCCR0009","2012-06-28",,"0.00"
"US1NCCR0009","2012-06-29",,"0.00"
"US1NCCR0009","2012-06-30",,"0.00"
"US1NCCR0009","2012-07-01",,"0.00"
"US1NCCR0009","2012-07-02",,"1.09"
"US1NCCR0009","2012-07-03",,"0.00"
"US1NCCR0009","2012-07-04",,"0.00"
"US1NCCR0009","2012-07-05",,"0.00"
"US1NCCR0009","2012-07-06",,"0.00"
"US1NCCR0009","2012-07-07",,"0.00"
"US1NCCR0009","2012-07-08",,"0.00"
"US1NCCR0009","2012-07-09",,"0.00"
"US1NCCR0009","2012-07-10",,"0.01"
"US1NCCR0009","2012-07-11",,"1.19"
"US1NCCR0009","2012-07-12",,"0.34"
"US1NCCR0009","2012-07-13",,"0.03"
"US1NCCR0009","2012-07-14",,"0.02"
"US1NCCR0009","2012-07-15",,"0.00"
"US1NCCR0009","2012-07-16",,"0.00"
"US1NCCR0009","2012-07-17",,"0.00"
"US1NCCR0009","2012-07-18",,"0.00"
"US1NCCR0009","2012-07-19",,"0.00"
"US1NCCR0009","2012-07-20",,"0.00"
"US1NCCR0009","2012-07-21",,"0.43"
"US1NCCR0009","2012-07-22",,"0.04"
"US1NCCR0009","2012-07-23",,"0.28"
"US1NCCR0009","2012-07-24",,"1.62"
"US1NCCR0009","2012-07-25",,"0.10"
"US1NCCR0009","2012-07-26",,"0.00"
"US1NCCR0009","2012-07-27",,"0.00"
"US1NCCR0009","2012-07-28",,"0.00"
"US1NCCR0009","2012-07-29",,"0.14"
"US1NCCR0009","2012-07-30",,"0.05"
"US1NCCR0009","2012-07-31",,"0.31"
"US1NCCR0009","2012-08-01",,"0.03"
"US1NCCR0009","2012-08-02",,"0.23"
"US1NCCR0009","2012-08-03",,"0.00"
"US1NCCR0009","2012-08-04",,"0.00"
"US1NCCR0009","2012-08-05",,"0.03"
"US1NCCR0009","2012-08-06",,"0.33"
"US1NCCR0009","2012-08-07",,"0.00"
"US1NCCR0009","2012-08-08",,"0.89"
"US1NCCR0009","2012-08-09",,"0.12"
"US1NCCR0009","2012-08-10",,"0.42"
"US1NCCR0009","2012-08-12",,
"US1NCCR0009","2012-08-13",,"0.04"
"US1NCCR0009","2012-08-14",,"0.00"
"US1NCCR0009","2012-08-15",,"0.00"
"US1NCCR0009","2012-08-16",,"0.90"
"US1NCCR0009","2012-08-17",,"1.22"
"US1NCCR0009","2012-08-18",,"0.00"
"US1NCCR0009","2012-08-19",,"2.39"
"US1NCCR0009","2012-08-20",,"1.05"
"US1NCCR0009","2012-08-21",,"0.53"
"US1NCCR0009","2012-08-22",,"0.35"
"US1NCCR0009","2012-08-23",,"0.05"
"US1NCCR0009","2012-08-24",,"0.48"
"US1NCCR0009","2012-08-25",,"2.44"
"US1NCCR0009","2012-08-26",,"0.00"
"US1NCCR0009","2012-08-27",,"0.02"
"US1NCCR0009","2012-08-28",,"0.04"
"US1NCCR0009","2012-08-29",,"0.20"
"US1NCCR0009","2012-08-30",,"0.01"
"US1NCCR0009","2012-08-31",,"0.00"
"US1NCCR0009","2012-09-01",,"0.00"
"US1NCCR0009","2012-09-02",,"0.00"
"US1NCCR0009","2012-09-03",,"0.22"
"US1NCCR0009","2012-09-04",,"1.32"
"US1NCCR0009","2012-09-05",,"0.00"
"US1NCCR0009","2012-09-06",,"0.00"
"US1NCCR0009","2012-09-07",,"0.91"
"US1NCCR0009","2012-09-08",,"0.66"
"US1NCCR0009","2012-09-09",,"0.01"
"US1NCCR0009","2012-09-10",,"0.00"
"US1NCCR0009","2012-09-11",,"0.00"
"US1NCCR0009","2012-09-12",,"0.00"
"US1NCCR0009","2012-09-13",,"0.00"
"US1NCCR0009","2012-09-14",,"0.21"
"US1NCCR0009","2012-09-15",,"0.00"
"US1NCCR0009","2012-09-16",,"0.00"
"US1NCCR0009","2012-09-17",,"0.04"
"US1NCCR0009","2012-09-18",,"0.21"
"US1NCCR0009","2012-09-19",,"0.24"
"US1NCCR0009","2012-09-20",,"0.00"
"US1NCCR0009","2012-09-21",,"0.00"
"US1NCCR0009","2012-09-22",,"0.00"
"US1NCCR0009","2012-09-23",,"0.00"
"US1NCCR0009","2012-09-24",,"0.00"
"US1NCCR0009","2012-09-25",,"0.00"
"US1NCCR0009","2012-09-26",,"0.00"
"US1NCCR0009","2012-09-27",,"0.00"
"US1NCCR0009","2012-09-28",,"0.00"
"US1NCCR0009","2012-09-29",,"0.00"
"US1NCCR0009","2012-09-30",,"0.84"
"US1NCCR0009","2012-10-01",,"0.26"
"US1NCCR0009","2012-10-02",,"0.25"
"US1NCCR0009","2012-10-03",,"0.15"
"US1NCCR0009","2012-10-04",,"0.00"
"US1NCCR0009","2012-10-05",,"0.00"
"US1NCCR0009","2012-10-06",,"0.00"
"US1NCCR0009","2012-10-07",,"0.00"
"US1NCCR0009","2012-10-08",,"0.37"
"US1NCCR0009","2012-10-09",,"0.12"
"US1NCCR0009","2012-10-10",,"0.02"
"US1NCCR0009","2012-10-11",,"0.00"
"US1NCCR0009","2012-10-12",,"0.00"
"US1NCCR0009","2012-10-13",,"0.00"
"US1NCCR0009","2012-10-14",,"0.00"
"US1NCCR0009","2012-10-15",,"0.00"
"US1NCCR0009","2012-10-16",,"0.00"
"US1NCCR0009","2012-10-17",,"0.00"
"US1NCCR0009","2012-10-18",,"0.02"
"US1NCCR0009","2012-10-19",,"0.01"
"US1NCCR0009","2012-10-20",,"0.00"
"US1NCCR0009","2012-10-21",,"0.00"
"US1NCCR0009","2012-10-22",,"0.00"
"US1NCCR0009","2012-10-23",,"0.00"
"US1NCCR0009","2012-10-24",,"0.00"
"US1NCCR0009","2012-10-25",,"0.00"
"US1NCCR0009","2012-10-26",,"0.00"
"US1NCCR0009","2012-10-27",,"0.21"
"US1NCCR0009","2012-10-28",,"2.42"
"US1NCCR0009","2012-10-29",,"0.60"
"US1NCCR0009","2012-10-30",,"0.01"
"US1NCCR0009","2012-10-31",,"0.00"
"US1NCCR0009","2012-11-01",,"0.00"
"US1NCCR0009","2012-11-02",,"0.00"
"US1NCCR0009","2012-11-03",,"0.00"
"US1NCCR0009","2012-11-04",,"0.00"
"US1NCCR0009","2012-11-05",,"0.25"
"US1NCCR0009","2012-11-06",,"0.00"
"US1NCCR0009","2012-11-07",,"0.34"
"US1NCCR0009","2012-11-08",,"0.03"
"US1NCCR0009","2012-11-09",,"0.00"
"US1NCCR0009","2012-11-10",,"0.00"
"US1NCCR0009","2012-11-11",,"0.00"
"US1NCCR0009","2012-11-12",,"0.00"
"US1NCCR0009","2012-11-13",,"0.21"
"US1NCCR0009","2012-11-14",,"0.02"
"US1NCCR0009","2012-11-15",,"0.01"
"US1NCCR0009","2012-11-16",,"0.09"
"US1NCCR0009","2012-11-17",,"0.00"
"US1NCCR0009","2012-11-18",,"0.03"
"US1NCCR0009","2012-11-19",,"0.36"
"US1NCCR0009","2012-11-20",,"0.00"
"US1NCCR0009","2012-11-21",,"0.00"
"US1NCCR0009","2012-11-22",,"0.00"
"US1NCCR0009","2012-11-23",,"0.00"
"US1NCCR0009","2012-11-24",,"0.00"
"US1NCCR0009","2012-11-25",,"0.00"
"US1NCCR0009","2012-11-26",,"0.00"
"US1NCCR0009","2012-11-27",,"0.00"
"US1NCCR0009","2012-11-28",,"0.12"
"US1NCCR0009","2012-11-29",,"0.00"
"US1NCCR0009","2012-11-30",,"0.00"
"US1NCCR0009","2012-12-01",,"0.00"
"US1NCCR0009","2012-12-02",,"0.00"
"US1NCCR0009","2012-12-03",,"0.00"
"US1NCCR0009","2012-12-04",,"0.00"
"US1NCCR0009","2012-12-05",,"0.00"
"US1NCCR0009","2012-12-06",,"0.00"
"US1NCCR0009","2012-12-07",,"0.00"
"US1NCCR0009","2012-12-08",,"0.32"
"US1NCCR0009","2012-12-09",,"0.00"
"US1NCCR0009","2012-12-10",,"0.25"
"US1NCCR0009","2012-12-11",,"0.39"
"US1NCCR0009","2012-12-12",,"0.10"
"US1NCCR0009","2012-12-13",,"1.10"
"US1NCCR0009","2012-12-14",,"0.01"
"US1NCCR0009","2012-12-15",,"0.00"
"US1NCCR0009","2012-12-16",,"0.10"
"US1NCCR0009","2012-12-17",,"0.20"
"US1NCCR0009","2012-12-18",,"0.26"
"US1NCCR0009","2012-12-19",,"0.05"
"US1NCCR0009","2012-12-20",,"0.00"
"US1NCCR0009","2012-12-21",,"0.34"
"US1NCCR0009","2012-12-22",,"0.00"
"US1NCCR0009","2012-12-23",,"0.00"
"US1NCCR0009","2012-12-24",,"0.00"
"US1NCCR0009","2012-12-25",,"0.02"
"US1NCCR0009","2012-12-26",,"0.40"
"US1NCCR0009","2012-12-27",,"1.44"
"US1NCCR0009","2012-12-28",,"0.00"
"US1NCCR0009","2012-12-29",,"0.79"
"US1NCCR0009","2012-12-30",,"0.24"
"US1NCCR0009","2012-12-31",,"0.00"
"US1NCCR0009","2013-01-01",,"0.00"
"US1NCCR0009","2013-01-02",,"0.40"
"US1NCCR0009","2013-01-03",,"0.04"
"US1NCCR0009","2013-01-04",,"0.05"
"US1NCCR0009","2013-01-05",,"0.00"
"US1NCCR0009","2013-01-06",,"0.00"
"US1NCCR0009","2013-01-07",,"0.08"
"US1NCCR0009","2013-01-08",,"0.00"
"US1NCCR0009","2013-01-09",,"0.00"
"US1NCCR0009","2013-01-10",,"0.00"
"US1NCCR0009","2013-01-11",,"0.00"
"US1NCCR0009","2013-01-12",,"0.15"
"US1NCCR0009","2013-01-13",,"0.00"
"US1NCCR0009","2013-01-14",,"0.00"
"US1NCCR0009","2013-01-15",,"0.00"
"US1NCCR0009","2013-01-16",,"0.16"
"US1NCCR0009","2013-01-17",,"0.00"
"US1NCCR0009","2013-01-18",,"0.60"
"US1NCCR0009","2013-01-19",,"0.00"
"US1NCCR0009","2013-01-20",,"0.00"
"US1NCCR0009","2013-01-21",,"0.00"
"US1NCCR0009","2013-01-22",,"0.00"
"US1NCCR0009","2013-01-23",,"0.00"
"US1NCCR0009","2013-01-24",,"0.00"
"US1NCCR0009","2013-01-25",,"0.00"
"US1NCCR0009","2013-01-26",,"0.23"
"US1NCCR0009","2013-01-27",,"0.00"
"US1NCCR0009","2013-01-28",,"0.02"
"US1NCCR0009","2013-01-29",,"0.00"
"US1NCCR0009","2013-01-30",,"0.00"
"US1NCCR0009","2013-01-31",,"0.27"
"US1NCCR0009","2013-02-01",,"0.00"
"US1NCCR0009","2013-02-02",,"0.00"
"US1NCCR0009","2013-02-03",,"0.00"
"US1NCCR0009","2013-02-04",,"0.00"
"US1NCCR0009","2013-02-05",,"0.00"
"US1NCCR0009","2013-02-06",,"0.00"
"US1NCCR0009","2013-02-07",,"0.00"
"US1NCCR0009","2013-02-08",,"4.33"
"US1NCCR0009","2013-02-09",,"0.01"
"US1NCCR0009","2013-02-10",,"0.00"
"US1NCCR0009","2013-02-11",,"0.01"
"US1NCCR0009","2013-02-12",,"0.30"
"US1NCCR0009","2013-02-13",,"0.55"
"US1NCCR0009","2013-02-14",,"0.03"
"US1NCCR0009","2013-02-15",,"0.00"
"US1NCCR0009","2013-02-16",,"0.00"
"US1NCCR0009","2013-02-17",,"0.14"
"US1NCCR0009","2013-02-18",,"0.00"
"US1NCCR0009","2013-02-19",,"0.00"
"US1NCCR0009","2013-02-20",,"0.21"
"US1NCCR0009","2013-02-21",,"0.00"
"US1NCCR0009","2013-02-22",,"0.00"
"US1NCCR0009","2013-02-23",,"0.41"
"US1NCCR0009","2013-02-24",,"0.23"
"US1NCCR0009","2013-02-25",,"0.00"
"US1NCCR0009","2013-02-26",,"0.00"
"US1NCCR0009","2013-02-27",,"1.05"
"US1NCCR0009","2013-02-28",,"0.00"
"US1NCCR0009","2013-03-01",,"0.00"
"US1NCCR0009","2013-03-02",,"0.00"
"US1NCCR0009","2013-03-03",,"0.00"
"US1NCCR0009","2013-03-04",,"0.00"
"US1NCCR0009","2013-03-05",,"0.00"
"US1NCCR0009","2013-03-06",,"0.11"
"US1NCCR0009","2013-03-07",,"0.01"
"US1NCCR0009","2013-03-08",,"0.00"
"US1NCCR0009","2013-03-09",,"0.00"
"US1NCCR0009","2013-03-10",,"0.00"
"US1NCCR0009","2013-03-11",,"0.00"
"US1NCCR0009","2013-03-12",,"0.20"
"US1NCCR0009","2013-03-13",,"1.24"
"US1NCCR0009","2013-03-14",,"0.00"
"US1NCCR0009","2013-03-15",,"0.00"
"US1NCCR0009","2013-03-16",,"0.00"
"US1NCCR0009","2013-03-17",,"0.00"
"US1NCCR0009","2013-03-18",,"0.00"
"US1NCCR0009","2013-03-19",,"0.45"
"US1NCCR0009","2013-03-20",,"0.00"
"US1NCCR0009","2013-03-21",,"0.00"
"US1NCCR0009","2013-03-22",,"0.00"
"US1NCCR0009","2013-03-23",,"0.00"
"US1NCCR0009","2013-03-24",,"0.00"
"US1NCCR0009","2013-03-25",,"0.44"
"US1NCCR0009","2013-03-26",,"0.00"
"US1NCCR0009","2013-03-27",,"0.00"
"US1NCCR0009","2013-03-28",,"0.00"
"US1NCCR0009","2013-03-29",,"0.00"
"US1NCCR0009","2013-03-30",,"0.00"
"US1NCCR0009","2013-03-31",,"0.00"
"US1NCCR0009","2013-04-01",,"0.09"
"US1NCCR0009","2013-04-02",,"0.01"
"US1NCCR0009","2013-04-03",,"0.00"
"US1NCCR0009","2013-04-04",,"0.00"
"US1NCCR0009","2013-04-05",,"1.94"
"US1NCCR0009","2013-04-06",,"0.00"
"US1NCCR0009","2013-04-07",,"0.00"
"US1NCCR0009","2013-04-08",,"0.00"
"US1NCCR0009","2013-04-09",,"0.00"
"US1NCCR0009","2013-04-10",,"0.00"
"US1NCCR0009","2013-04-11",,"0.00"
"US1NCCR0009","2013-04-12",,"0.15"
"US1NCCR0009","2013-04-13",,"0.77"
"US1NCCR0009","2013-04-14",,"0.00"
"US1NCCR0009","2013-04-15",,"0.12"
"US1NCCR0009","2013-04-16",,"0.60"
"US1NCCR0009","2013-04-17",,"0.00"
"US1NCCR0009","2013-04-18",,"0.00"
"US1NCCR0009","2013-04-19",,"0.15"
"US1NCCR0009","2013-04-20",,"1.40"
"US1NCCR0009","2013-04-21",,"0.05"
"US1NCCR0009","2013-04-22",,"0.00"
"US1NCCR0009","2013-04-23",,"0.34"
"US1NCCR0009","2013-04-24",,"0.00"
"US1NCCR0009","2013-04-25",,"0.00"
"US1NCCR0009","2013-04-26",,"0.03"
"US1NCCR0009","2013-04-27",,"0.00"
"US1NCCR0009","2013-04-28",,"0.00"
"US1NCCR0009","2013-04-29",,"0.02"
"US1NCCR0009","2013-04-30",,"0.46"
"US1NCCR0009","2013-05-01",,"0.00"
"US1NCCR0009","2013-05-02",,"0.09"
"US1NCCR0009","2013-05-03",,"0.00"
"US1NCCR0009","2013-05-04",,"0.27"
"US1NCCR0009","2013-05-05",,"0.24"
"US1NCCR0009","2013-05-06",,"0.10"
"US1NCCR0009","2013-05-07",,"1.52"
"US1NCCR0009","2013-05-08",,"0.04"
"US1NCCR0009","2013-05-09",,"0.00"
"US1NCCR0009","2013-05-10",,"0.00"
"US1NCCR0009","2013-05-11",,"0.00"
"US1NCCR0009","2013-05-12",,"0.00"
"US1NCCR0009","2013-05-13",,"0.00"
"US1NCCR0009","2013-05-14",,"0.00"
"US1NCCR0009","2013-05-15",,"0.00"
"US1NCCR0009","2013-05-16",,"0.00"
"US1NCCR0009","2013-05-17",,"0.00"
"US1NCCR0009","2013-05-18",,"0.00"
"US1NCCR0009","2013-05-19",,"0.00"
"US1NCCR0009","2013-05-20",,"0.00"
"US1NCCR0009","2013-05-21",,"0.00"
"US1NCCR0009","2013-05-22",,"0.00"
"US1NCCR0009","2013-05-23",,"0.18"
"US1NCCR0009","2013-05-24",,"0.25"
"US1NCCR0009","2013-05-25",,"0.00"
"US1NCCR0009","2013-05-26",,"0.00"
"US1NCCR0009","2013-05-27",,"0.00"
"US1NCCR0009","2013-05-28",,"0.00"
"US1NCCR0009","2013-05-29",,"0.00"
"US1NCCR0009","2013-05-30",,"0.00"
"US1NCCR0009","2013-05-31",,"0.00"
"US1NCCR0009","2013-06-01",,"0.00"
"US1NCCR0009","2013-06-02",,"0.00"
"US1NCCR0009","2013-06-03",,"0.00"
"US1NCCR0009","2013-06-04",,"0.39"
"US1NCCR0009","2013-06-05",,"0.00"
"US1NCCR0009","2013-06-06",,"0.00"
"US1NCCR0009","2013-06-07",,"1.00"
"US1NCCR0009","2013-06-08",,"0.16"
"US1NCCR0009","2013-06-09",,"0.00"
"US1NCCR0009","2013-06-10",,"0.00"
"US1NCCR0009","2013-06-11",,"0.09"
"US1NCCR0009","2013-06-12",,"0.00"
"US1NCCR0009","2013-06-13",,"0.00"
"US1NCCR0009","2013-06-14",,"0.36"
"US1NCCR0009","2013-06-15",,"0.00"
"US1NCCR0009","2013-06-16",,"0.00"
"US1NCCR0009","2013-06-17",,"0.00"
"US1NCCR0009","2013-06-18",,"0.38"
"US1NCCR0009","2013-06-19",,"0.25"
"US1NCCR0009","2013-06-20",,"0.02"
"US1NCCR0009","2013-06-21",,"0.00"
"US1NCCR0009","2013-06-22",,"0.26"
"US1NCCR0009","2013-06-23",,"0.47"
"US1NCCR0009","2013-06-24",,"0.32"
"US1NCCR0009","2013-06-25",,"0.01"
"US1NCCR0009","2013-06-26",,"0.00"
"US1NCCR0009","2013-06-27",,"0.00"
"US1NCCR0009","2013-06-28",,"0.23"
"US1NCCR0009","2013-06-29",,"0.00"
"US1NCCR0009","2013-06-30",,"0.24"
"US1NCCR0009","2013-07-01",,"1.46"
"US1NCCR0009","2013-07-02",,"0.27"
"US1NCCR0009","2013-07-03",,"0.25"
"US1NCCR0009","2013-07-04",,"0.00"
"US1NCCR0009","2013-07-05",,"0.04"
"US1NCCR0009","2013-07-06",,"0.00"
"US1NCCR0009","2013-07-07",,"0.00"
"US1NCCR0009","2013-07-08",,"0.00"
"US1NCCR0009","2013-07-09",,"0.00"
"US1NCCR0009","2013-07-10",,"0.00"
"US1NCCR0009","2013-07-11",,"0.06"
"US1NCCR0009","2013-07-12",,"0.15"
"US1NCCR0009","2013-07-13",,"2.90"
"US1NCCR0009","2013-07-14",,"0.01"
"US1NCCR0009","2013-07-15",,"0.00"
"US1NCCR0009","2013-07-16",,"0.00"
"US1NCCR0009","2013-07-17",,"0.02"
"US1NCCR0009","2013-07-18",,"0.00"
"US1NCCR0009","2013-07-19",,"0.00"
"US1NCCR0009","2013-07-20",,"0.41"
"US1NCCR0009","2013-07-21",,"0.02"
"US1NCCR0009","2013-07-22",,"0.00"
"US1NCCR0009","2013-07-23",,"0.00"
"US1NCCR0009","2013-07-24",,"0.00"
"US1NCCR0009","2013-07-25",,"0.00"
"US1NCCR0009","2013-07-26",,"0.56"
"US1NCCR0009","2013-07-27",,"0.00"
"US1NCCR0009","2013-07-28",,"0.33"
"US1NCCR0009","2013-07-29",,"0.00"
"US1NCCR0009","2013-07-30",,"5.52"
"US1NCCR0009","2013-07-31",,"0.07"
"US1NCCR0009","2013-08-01",,"0.45"
"US1NCCR0009","2013-08-02",,"0.27"
"US1NCCR0009","2013-08-03",,"0.00"
"US1NCCR0009","2013-08-04",,"0.00"
"US1NCCR0009","2013-08-05",,"0.29"
"US1NCCR0009","2013-08-06",,"0.00"
"US1NCCR0009","2013-08-07",,"0.00"
"US1NCCR0009","2013-08-08",,"0.00"
"US1NCCR0009","2013-08-09",,"0.49"
"US1NCCR0009","2013-08-10",,"0.00"
"US1NCCR0009","2013-08-11",,"0.00"
"US1NCCR0009","2013-08-12",,"0.00"
"US1NCCR0009","2013-08-13",,"1.00"
"US1NCCR0009","2013-08-14",,"0.41"
"US1NCCR0009","2013-08-15",,"0.25"
"US1NCCR0009","2013-08-16",,"0.65"
"US1NCCR0009","2013-08-17",,"0.04"
"US1NCCR0009","2013-08-18",,"0.33"
"US1NCCR0009","2013-08-19",,"0.01"
"US1NCCR0009","2013-08-20",,"0.44"
"US1NCCR0009","2013-08-21",,"0.00"
"US1NCCR0009","2013-08-22",,"1.36"
"US1NCCR0009","2013-08-23",,"0.00"
"US1NCCR0009","2013-08-24",,"0.93"
"US1NCCR0009","2013-08-25",,"0.00"
"US1NCCR0009","2013-08-26",,"0.00"
"US1NCCR0009","2013-08-27",,"0.00"
"US1NCCR0009","2013-08-28",,"0.00"
"US1NCCR0009","2013-08-29",,"0.00"
"US1NCCR0009","2013-08-30",,"0.15"
"US1NCCR0009","2013-08-31",,"0.00"
"US1NCCR0009","2013-09-01",,"0.00"
"US1NCCR0009","2013-09-02",,"2.67"
"US1NCCR0009","2013-09-03",,"0.02"
"US1NCCR0009","2013-09-04",,"2.12"
"US1NCCR0009","2013-09-05",,"0.00"
"US1NCCR0009","2013-09-06",,"0.75"
"US1NCCR0009","2013-09-07",,"0.00"
"US1NCCR0009","2013-09-08",,"0.00"
"US1NCCR0009","2013-09-09",,"0.00"
"US1NCCR0009","2013-09-10",,"0.00"
"US1NCCR0009","2013-09-11",,"0.00"
"US1NCCR0009","2013-09-12",,"0.00"
"US1NCCR0009","2013-09-13",,"0.00"
"US1NCCR0009","2013-09-14",,"0.12"
"US1NCCR0009","2013-09-15",,"0.00"
"US1NCCR0009","2013-09-16",,"0.00"
"US1NCCR0009","2013-09-17",,"0.25"
"US1NCCR0009","2013-09-18",,"0.00"
"US1NCCR0009","2013-09-19",,"0.00"
"US1NCCR0009","2013-09-20",,"0.00"
"US1NCCR0009","2013-09-21",,"0.00"
"US1NCCR0009","2013-09-22",,"0.95"
"US1NCCR0009","2013-09-23",,"0.02"
"US1NCCR0009","2013-09-24",,"0.00"
"US1NCCR0009","2013-09-25",,"0.00"
"US1NCCR0009","2013-09-26",,"0.06"
"US1NCCR0009","2013-09-27",,"0.00"
"US1NCCR0009","2013-09-28",,"0.00"
"US1NCCR0009","2013-09-29",,"0.00"
"US1NCCR0009","2013-09-30",,"0.00"
"US1NCCR0009","2013-10-01",,"0.00"
"US1NCCR0009","2013-10-02",,"0.00"
"US1NCCR0009","2013-10-03",,"0.00"
"US1NCCR0009","2013-10-04",,"0.00"
"US1NCCR0009","2013-10-05",,"0.00"
"US1NCCR0009","2013-10-06",,"0.00"
"US1NCCR0009","2013-10-07",,"0.06"
"US1NCCR0009","2013-10-08",,"1.83"
"US1NCCR0009","2013-10-09",,"3.50"
"US1NCCR0009","2013-10-10",,"0.30"
"US1NCCR0009","2013-10-11",,"0.01"
"US1NCCR0009","2013-10-12",,"0.03"
"US1NCCR0009","2013-10-13",,"0.00"
"US1NCCR0009","2013-10-14",,"0.01"
"US1NCCR0009","2013-10-15",,"0.01"
"US1NCCR0009","2013-10-16",,"0.01"
"US1NCCR0009","2013-10-17",,"0.01"
"US1NCCR0009","2013-10-18",,"0.00"
"US1NCCR0009","2013-10-19",,"0.53"
"US1NCCR0009","2013-10-20",,"0.04"
"US1NCCR0009","2013-10-21",,"0.00"
"US1NCCR0009","2013-10-22",,"0.00"
"US1NCCR0009","2013-10-23",,"0.51"
"US1NCCR0009","2013-10-24",,"0.00"
"US1NCCR0009","2013-10-25",,"0.00"
"US1NCCR0009","2013-10-26",,"0.00"
"US1NCCR0009","2013-10-27",,"0.00"
"US1NCCR0009","2013-10-28",,"0.00"
"US1NCCR0009","2013-10-29",,"0.00"
"US1NCCR0009","2013-10-30",,"0.00"
"US1NCCR0009","2013-10-31",,"0.00"
"US1NCCR0009","2013-11-01",,"0.08"
"US1NCCR0009","2013-11-02",,"1.00"
"US1NCCR0009","2013-11-03",,"0.03"
"US1NCCR0009","2013-11-04",,"0.00"
"US1NCCR0009","2013-11-05",,"0.00"
"US1NCCR0009","2013-11-06",,"0.00"
"US1NCCR0009","2013-11-07",,"0.30"
"US1NCCR0009","2013-11-08",,"0.20"
"US1NCCR0009","2013-11-09",,"0.00"
"US1NCCR0009","2013-11-10",,"0.00"
"US1NCCR0009","2013-11-11",,"0.00"
"US1NCCR0009","2013-11-12",,"0.00"
"US1NCCR0009","2013-11-13",,"0.02"
"US1NCCR0009","2013-11-14",,"0.00"
"US1NCCR0009","2013-11-15",,"0.00"
"US1NCCR0009","2013-11-16",,"0.22"
"US1NCCR0009","2013-11-17",,"0.00"
"US1NCCR0009","2013-11-18",,"0.11"
"US1NCCR0009","2013-11-19",,"0.00"
"US1NCCR0009","2013-11-20",,"0.00"
"US1NCCR0009","2013-11-21",,"0.01"
"US1NCCR0009","2013-11-22",,"0.00"
"US1NCCR0009","2013-11-23",,"0.02"
"US1NCCR0009","2013-11-24",,"0.08"
"US1NCCR0009","2013-11-25",,"0.00"
"US1NCCR0009","2013-11-26",,"0.00"
"US1NCCR0009","2013-11-27",,"1.68"
